OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1385	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA
OTU2899	Fungi	NA	NA	NA	NA	NA	NA
OTU799	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU3616	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bitorquis 
OTU1301	Fungi	NA	NA	NA	NA	NA	NA
OTU882	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU3237	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU462	Fungi	NA	NA	NA	NA	NA	NA
OTU1580	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis radiata 
OTU3341	Fungi	NA	NA	NA	NA	NA	NA
OTU1778	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1990	Fungi	NA	NA	NA	NA	NA	NA
OTU2663	Fungi	NA	NA	NA	NA	NA	NA
OTU2724	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
OTU1127	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU1689	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota terrestris 
OTU906	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU2245	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
OTU2233	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2232	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU470	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU443	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma floccosum 
OTU1398	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma lobatum 
OTU289	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella zeae 
OTU2614	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	Dactylaria dimorphospora 
OTU538	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Penicillifer	Penicillifer diparietisporus 
OTU2744	Fungi	NA	NA	NA	NA	NA	NA
OTU1222	Fungi	NA	NA	NA	NA	NA	NA
OTU819	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	NA
OTU3545	Fungi	NA	NA	NA	NA	NA	NA
OTU1456	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU879	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU3121	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU2211	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1700	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	Microdochiella	Microdochiella fusarioides 
OTU3517	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU916	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum coccodes 
OTU565	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	NA
OTU239	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1044	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1019	Fungi	NA	NA	NA	NA	NA	NA
OTU1163	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1164	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium curvuloides 
OTU368	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2262	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU1752	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU909	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU2820	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis schoenii 
OTU776	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea 
OTU3699	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida 
OTU1628	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2091	Fungi	Ascomycota	Tremellomycetes	Eurotiales	NA	NA	NA
OTU2412	Fungi	NA	NA	NA	NA	NA	NA
OTU781	Fungi	NA	NA	NA	NA	NA	NA
OTU1249	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA
OTU1040	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2344	Fungi	NA	NA	NA	NA	NA	NA
OTU1419	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Sarcoporia	Sarcoporia longitubulata 
OTU1759	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	NA
OTU208	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella globulifera 
OTU1432	Fungi	NA	NA	NA	NA	NA	NA
OTU2822	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU3880	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU3254	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	NA
OTU1581	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1083	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1448	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU3153	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2581	Fungi	Rozellomycota	NA	Gs07	NA	NA	NA
OTU1220	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU3622	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2633	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	NA
OTU372	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU424	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU1147	Fungi	NA	NA	NA	NA	NA	NA
OTU828	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1461	Fungi	NA	NA	NA	NA	NA	NA
OTU1058	Fungi	NA	NA	NA	NA	NA	NA
OTU1564	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1223	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1017	Fungi	Basidiobolomycota	NA	NA	NA	NA	NA
OTU1025	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3027	Fungi	NA	NA	NA	NA	NA	NA
OTU351	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	NA	NA
OTU2656	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1747	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU705	Fungi	Ascomycota	Sordariomycetes	Sordariales	Remersonia	Remersonia thermophila 	NA
OTU3017	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU3087	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU2673	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Sterigmatobotrys	Sterigmatobotrys uniseptata 
OTU1775	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA
OTU725	Fungi	NA	NA	NA	NA	NA	NA
OTU1784	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium polychromum 
OTU1559	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2466	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
OTU1557	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	NA
OTU2617	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3012	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU1847	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU541	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys conoides 
OTU1604	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1042	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma carnescens 
OTU788	Fungi	NA	NA	NA	NA	NA	NA
OTU1745	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	NA	NA
OTU1562	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
OTU3170	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus 
OTU1643	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1433	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU265	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU3508	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1130	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU989	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1291	Fungi	NA	NA	NA	NA	NA	NA
OTU984	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU868	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1089	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	NA	NA	NA
OTU708	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
OTU932	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Eocronartiaceae	Eocronartium	NA
OTU2579	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia tremellosa 
OTU4049	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU900	Fungi	NA	NA	NA	NA	NA	NA
OTU2864	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1377	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2064	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	NA	NA
OTU3975	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Leohumicola	NA
OTU3202	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium drummii 
OTU2752	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1781	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1551	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	NA
OTU991	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU661	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	NA
OTU590	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	Pyxidiophora arvernensis 
OTU1870	Fungi	NA	NA	NA	NA	NA	NA
OTU3751	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU2254	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1055	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	NA	NA	NA
OTU504	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3252	Fungi	NA	NA	NA	NA	NA	NA
OTU2258	Fungi	NA	NA	NA	NA	NA	NA
OTU3042	Fungi	NA	NA	NA	NA	NA	NA
OTU1766	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2603	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU3154	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	NA	NA
OTU4041	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida 
OTU946	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU3757	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	NA
OTU268	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU1091	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus laccatum 
OTU1976	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1667	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2388	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU1268	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	NA	NA	NA
OTU1316	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1682	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2979	Fungi	NA	NA	NA	NA	NA	NA
OTU3504	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU3746	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1287	Fungi	NA	NA	NA	NA	NA	NA
OTU2728	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU308	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU238	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU1523	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	Sistotrema	NA
OTU414	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1101	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	NA
OTU2516	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	NA
OTU1418	Fungi	NA	NA	NA	NA	NA	NA
OTU1553	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
OTU1555	Fungi	NA	NA	NA	NA	NA	NA
OTU3443	Fungi	NA	NA	NA	NA	NA	NA
OTU540	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU1947	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU998	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1067	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3284	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	NA	NA
OTU297	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
OTU3519	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	Postia livens 
OTU1166	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
OTU1670	Fungi	NA	NA	NA	NA	NA	NA
OTU600	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU457	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU3308	Fungi	Rozellomycota	NA	Gs05	NA	NA	NA
OTU3304	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2858	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU1853	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU3307	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma subconcolor 
OTU3123	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum ochraceum 
OTU1490	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium jensenii 
OTU1697	Fungi	NA	NA	NA	NA	NA	NA
OTU112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA
OTU3985	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis 
OTU1591	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1875	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	NA
OTU404	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU3386	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU143	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe moseri 
OTU1807	Fungi	NA	NA	NA	NA	NA	NA
OTU1234	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU2479	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	Cladorrhinum flexuosum 
OTU3172	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Sphacelotheca	NA
OTU3988	Fungi	NA	NA	NA	NA	NA	NA
OTU748	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU801	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	Dictyosporium stellatum 
OTU3520	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota highlandensis 
OTU1688	Fungi	NA	NA	NA	NA	NA	NA
OTU1561	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Slooffia	Slooffia cresolica 
OTU493	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea epsilon 
OTU491	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1111	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1501	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	NA
OTU773	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella polygonia 
OTU466	Fungi	NA	NA	NA	NA	NA	NA
OTU3287	Fungi	NA	NA	NA	NA	NA	NA
OTU2901	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU573	Fungi	NA	NA	NA	NA	NA	NA
OTU255	Fungi	NA	NA	NA	NA	NA	NA
OTU853	Fungi	NA	NA	NA	NA	NA	NA
OTU633	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU522	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus laccatum 
OTU1407	Fungi	NA	NA	NA	NA	NA	NA
OTU2637	Fungi	NA	NA	NA	NA	NA	NA
OTU753	Fungi	NA	NA	NA	NA	NA	NA
OTU1100	Fungi	NA	NA	NA	NA	NA	NA
OTU3013	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU524	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	NA
OTU1347	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces minioluteus 
OTU896	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1548	Fungi	NA	NA	NA	NA	NA	NA
OTU2031	Fungi	NA	NA	NA	NA	NA	NA
OTU880	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma abortivum 
OTU1924	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU477	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU852	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1386	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU226	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1028	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Prunus	NA
OTU840	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium album 
OTU2116	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora gregata 
OTU1285	Fungi	Rozellomycota	NA	Gs11	NA	NA	NA
OTU2509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium solani 
OTU2610	Fungi	NA	NA	NA	NA	NA	NA
OTU3901	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1706	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2415	Fungi	NA	NA	NA	NA	NA	NA
OTU2236	Fungi	NA	NA	NA	NA	NA	NA
OTU1156	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU3124	Fungi	NA	NA	NA	NA	NA	NA
OTU225	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora vermispora 
OTU836	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU1673	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	NA	NA
OTU1141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	NA
OTU2709	Fungi	NA	NA	NA	NA	NA	NA
OTU634	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2580	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU374	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces roseus 
OTU2441	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia coronilla 
OTU2161	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	NA
OTU2847	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis clastophylla 
OTU3031	Fungi	NA	NA	NA	NA	NA	NA
OTU2090	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU3011	Fungi	NA	NA	NA	NA	NA	NA
OTU331	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU3223	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
OTU1518	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis asiaticiphlyctidospora 
OTU2044	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria lusitanica 
OTU596	Fungi	Ascomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	NA	NA
OTU3129	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1866	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1588	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU2301	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3775	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU1568	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica 
OTU1982	Fungi	NA	NA	NA	NA	NA	NA
OTU327	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella luteola 
OTU2530	Fungi	NA	NA	NA	NA	NA	NA
OTU3226	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	NA
OTU428	Fungi	NA	NA	NA	NA	NA	NA
OTU937	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
OTU502	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium mucidum 
OTU3535	Fungi	NA	NA	NA	NA	NA	NA
OTU2702	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Helgardia	NA
OTU2931	Fungi	NA	NA	NA	NA	NA	NA
OTU186	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella coprosmae 
OTU1097	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae 
OTU1325	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	Sarocladium subulatum 
OTU554	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella sinensis 
OTU531	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
OTU1885	Fungi	NA	NA	NA	NA	NA	NA
OTU728	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3550	Fungi	Cercozoa	NA	NA	NA	NA	NA
OTU1003	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1041	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3055	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	NA
OTU2786	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta 
OTU1617	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU244	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2700	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	NA	Halokirschsteiniothelia	NA
OTU1366	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU891	Fungi	NA	NA	NA	NA	NA	NA
OTU1712	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus 
OTU942	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1723	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia terricola 
OTU2146	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea 
OTU3700	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida 
