OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1103	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
OTU3263	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU417	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU253	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Myxozyma	Myxozyma udenii 	NA
OTU1560	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	NA
OTU614	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	Minimelanolocus asiaticus 
OTU3058	Fungi	NA	NA	NA	NA	NA	NA
OTU724	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU3204	Fungi	NA	NA	NA	NA	NA	NA
OTU2294	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU2919	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2081	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1400	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU1967	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1983	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria californica 
OTU3054	Fungi	NA	NA	NA	NA	NA	NA
OTU1357	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3490	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3029	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	NA
OTU3365	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
OTU1211	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1006	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces lactosolyticus 
OTU1685	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU2485	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU827	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1227	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU865	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Arachnotheca	Arachnotheca glomerata 
OTU903	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1204	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	NA	NA
OTU2131	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1826	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	NA
OTU945	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU4020	Fungi	NA	NA	NA	NA	NA	NA
OTU1953	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU938	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2929	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1860	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	NA
OTU1339	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3076	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	NA
OTU669	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys	Fibulochlamys chilensis 
OTU1203	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2145	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2401	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
OTU1880	Fungi	NA	NA	NA	NA	NA	NA
OTU2478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU576	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	NA
OTU1214	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza flavida 
OTU1596	Fungi	NA	NA	NA	NA	NA	NA
OTU2921	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3253	Fungi	NA	NA	NA	NA	NA	NA
OTU2761	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1182	Fungi	NA	NA	NA	NA	NA	NA
OTU1295	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU3497	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2696	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU3496	Fungi	NA	NA	NA	NA	NA	NA
OTU1422	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2078	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	NA
OTU338	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Montagnula	NA
OTU2543	Fungi	NA	NA	NA	NA	NA	NA
OTU1656	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium croci 
OTU1346	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella heptameres 
OTU2380	Fungi	NA	NA	NA	NA	NA	NA
OTU137	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU194	Fungi	NA	NA	NA	NA	NA	NA
OTU1253	Fungi	NA	NA	NA	NA	NA	NA
OTU2977	Fungi	NA	NA	NA	NA	NA	NA
OTU1773	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2857	Fungi	NA	NA	NA	NA	NA	NA
OTU2775	Fungi	NA	NA	NA	NA	NA	NA
OTU1192	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU2753	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU814	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU3083	Fungi	NA	NA	NA	NA	NA	NA
OTU2721	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3195	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
OTU2249	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2316	Fungi	NA	NA	NA	NA	NA	NA
OTU3194	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1363	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU3841	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3401	Fungi	NA	NA	NA	NA	NA	NA
OTU3075	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	NA	NA
OTU523	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU246	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
OTU2169	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU913	Fungi	NA	NA	NA	NA	NA	NA
OTU3090	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	Sarocladium summerbellii 
OTU3282	Fungi	NA	NA	NA	NA	NA	NA
OTU3469	Fungi	NA	NA	NA	NA	NA	NA
OTU2183	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU3098	Fungi	NA	NA	NA	NA	NA	NA
OTU2639	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria lugdunensis 
OTU3420	Fungi	NA	NA	NA	NA	NA	NA
OTU988	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3873	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida 
OTU2455	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU3847	Fungi	NA	NA	NA	NA	NA	NA
OTU3356	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3830	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	NA
OTU4013	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta desmazieri 
OTU615	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
OTU1750	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Paracylindrocarpon	Paracylindrocarpon aloicola 
OTU178	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU722	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella multipedata 
OTU1785	Fungi	NA	NA	NA	NA	NA	NA
OTU403	Fungi	NA	NA	NA	NA	NA	NA
OTU1550	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1242	Fungi	NA	NA	NA	NA	NA	NA
OTU617	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paratricharina	NA
OTU1354	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium	Paracremonium binnewijzendii 
OTU373	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Byssonectria	Byssonectria fusispora 
OTU3893	Fungi	NA	NA	NA	NA	NA	NA
OTU2938	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Eocronartiaceae	Eocronartium	NA
OTU124	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	NA
OTU2552	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Sporoschisma	NA
OTU1600	Fungi	NA	NA	NA	NA	NA	NA
OTU2260	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU720	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1144	Fungi	NA	NA	NA	NA	NA	NA
OTU1698	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1525	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3048	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2337	Fungi	NA	NA	NA	NA	NA	NA
OTU441	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Duddingtonia	Duddingtonia flagrans 
OTU1901	Fungi	NA	NA	NA	NA	NA	NA
OTU1641	Fungi	NA	NA	NA	NA	NA	NA
OTU2141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Biappendiculispora	NA
OTU1416	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus silvaticus 
OTU699	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU1771	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	NA
OTU2497	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	NA
OTU533	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	NA
OTU1255	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3198	Fungi	NA	NA	NA	NA	NA	NA
OTU2325	Fungi	NA	NA	NA	NA	NA	NA
OTU1318	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella tardifaciens 
OTU2781	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	NA
OTU1630	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU527	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU2554	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	NA	NA
OTU3199	Fungi	NA	NA	NA	NA	NA	NA
OTU1873	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU794	Fungi	NA	NA	NA	NA	NA	NA
OTU1495	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU574	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3512	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis 
OTU2654	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma incarnatofuscescens 
OTU1304	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1379	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3923	Fungi	NA	NA	NA	NA	NA	NA
OTU1728	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2195	Fungi	NA	NA	NA	NA	NA	NA
OTU293	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU2717	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus viscosum 
OTU3909	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	NA
OTU2597	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	NA	NA
OTU2630	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU674	Fungi	NA	NA	NA	NA	NA	NA
OTU2735	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
OTU104	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU833	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU3534	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU276	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3915	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3441	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU155	Fungi	NA	NA	NA	NA	NA	NA
OTU1271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU1850	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3423	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2944	Fungi	NA	NA	NA	NA	NA	NA
OTU2628	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	NA	NA	NA
OTU1277	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU2541	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2488	Fungi	NA	NA	NA	NA	NA	NA
OTU2664	Fungi	NA	NA	NA	NA	NA	NA
OTU3824	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
OTU1711	Fungi	NA	NA	NA	NA	NA	NA
OTU2958	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU3538	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2026	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3530	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU1308	Fungi	NA	NA	NA	NA	NA	NA
OTU3837	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	NA	NA
OTU3102	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3220	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU132	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU3836	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1658	Fungi	NA	NA	NA	NA	NA	NA
OTU1526	Fungi	NA	NA	NA	NA	NA	NA
OTU729	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2495	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU919	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2730	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU357	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans 
OTU1939	Fungi	Ascomycota	Leotiomycetes	Thelebolales	NA	NA	NA
OTU3085	Fungi	NA	NA	NA	NA	NA	NA
OTU2070	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1442	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU570	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU346	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe moseri 
OTU1288	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cerioporus	Cerioporus rangiferinus 
OTU1464	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU4056	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2832	Fungi	NA	NA	NA	NA	NA	NA
OTU3099	Fungi	NA	NA	NA	NA	NA	NA
OTU677	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU1106	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2095	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	NA
OTU2323	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2390	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	NA	NA
OTU2506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum decastes 
OTU1674	Fungi	NA	NA	NA	NA	NA	NA
OTU1601	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1602	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium infirmominiatum 
OTU594	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma caribbica 
OTU2381	Fungi	NA	NA	NA	NA	NA	NA
OTU1944	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae	Grifola	Grifola frondosa 
OTU654	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	NA
OTU1404	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU782	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU318	Fungi	NA	NA	NA	NA	NA	NA
OTU3292	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	NA
OTU2229	Fungi	NA	NA	NA	NA	NA	NA
OTU3133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	NA
OTU1160	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1323	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	NA
OTU2172	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	NA	NA
OTU822	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1099	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU676	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora livistonae 
OTU578	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
OTU2957	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU1536	Fungi	NA	NA	NA	NA	NA	NA
OTU749	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Pholiotina	NA
OTU393	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	NA
OTU2501	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	NA
OTU756	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2783	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	NA
OTU298	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	NA
OTU696	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU211	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia diffluens 
OTU1177	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU622	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU2384	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2791	Fungi	NA	NA	NA	NA	NA	NA
OTU1142	Fungi	NA	NA	NA	NA	NA	NA
OTU558	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU1677	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1951	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU3093	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	NA
OTU3510	Fungi	NA	NA	NA	NA	NA	NA
OTU95	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia perplexans 
OTU1980	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
OTU3091	Fungi	NA	NA	NA	NA	NA	NA
OTU128	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1724	Fungi	NA	NA	NA	NA	NA	NA
OTU164	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	NA
OTU1582	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU395	Fungi	Chytridiomycota	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea 	NA
OTU1201	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Phlyctochytrium	Phlyctochytrium africanum 
OTU2339	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU3760	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanoleuca	NA
OTU3018	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1861	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU823	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1218	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU2336	Fungi	NA	NA	NA	NA	NA	NA
OTU1334	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
OTU3209	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus odoratus 
OTU965	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
OTU1237	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU2651	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota squarrosa 
OTU1278	Fungi	NA	NA	NA	NA	NA	NA
OTU894	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida 
OTU2588	Fungi	NA	NA	NA	NA	NA	NA
OTU3141	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1093	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	NA
OTU198	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces phaffii 
OTU1500	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU133	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Zygoascus	Zygoascus meyerae 
OTU1931	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU3501	Fungi	NA	NA	NA	NA	NA	NA
OTU2302	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU51	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
OTU2447	Fungi	NA	NA	NA	NA	NA	NA
OTU3446	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
OTU3956	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU618	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
OTU193	Fungi	NA	NA	NA	NA	NA	NA
OTU425	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU639	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	NA
OTU719	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU510	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe moseri 
OTU342	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU889	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
OTU277	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella sulcatotuberculosa 
OTU1684	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus piceicola 
OTU1450	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU385	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	NA
OTU806	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU3362	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	NA
OTU1746	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU3570	Fungi	NA	NA	NA	NA	NA	NA
OTU3249	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU322	Fungi	NA	NA	NA	NA	NA	NA
OTU456	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU469	Fungi	Zoopagomycota	NA	NA	NA	NA	NA
OTU3472	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanoleuca	Melanoleuca griseobrunnea 
OTU1761	Fungi	NA	NA	NA	NA	NA	NA
OTU2155	Fungi	NA	NA	NA	NA	NA	NA
OTU990	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	NA
